ticker,event_ticker,series_ticker,league,title,subtitle,yes_sub_title,no_sub_title,market_type,status,result,label_kind,label_usable,result_binary,settlement_value,last_price,yes_bid,yes_ask,no_bid,no_ask,implied_prob_close,odds_multiplier_yes,odds_multiplier_no,edge_yes,edge_no,volume,open_interest,spread,notional_value,open_time,close_time,expiration_time,settlement_ts,created_time,strike_type,floor_strike,cap_strike,functional_strike,can_close_early,rules_primary
KXNBAREB-26MAR21MIAHOU-MIANPOWELL24-3,KXNBAREB-26MAR21MIAHOU,,NBA,Norman Powell: 3+ rebounds,,Norman Powell: 3+,Norman Powell: 3+,binary,finalized,scalar,scalar,False,,0.61,0.63,0.0,1.0,0.0,1.0,0.63,1.5873015873015872,2.7027027027027026,,,37.0,37.0,1.0,1.0,2026-03-21T04:11:00Z,2026-03-22T04:15:45Z,2026-04-05T00:00:00Z,2026-03-22T04:21:21.040386Z,2026-03-21T04:01:22.627242Z,structured,2.5,,,True,"If Norman Powell records 3+ Rebounds in the Miami at Houston professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAREB-26MAR21MIAHOU-MIANPOWELL24-4,KXNBAREB-26MAR21MIAHOU,,NBA,Norman Powell: 4+ rebounds,,Norman Powell: 4+,Norman Powell: 4+,binary,finalized,scalar,scalar,False,,0.38,0.37,0.0,1.0,0.0,1.0,0.37,2.7027027027027026,1.5873015873015872,,,2298.0,2295.0,1.0,1.0,2026-03-21T04:11:00Z,2026-03-22T04:15:45Z,2026-04-05T00:00:00Z,2026-03-22T04:21:21.039202Z,2026-03-21T04:01:22.627242Z,structured,3.5,,,True,"If Norman Powell records 4+ Rebounds in the Miami at Houston professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAREB-26MAR21MIAHOU-MIANPOWELL24-8,KXNBAREB-26MAR21MIAHOU,,NBA,Norman Powell: 8+ rebounds,,Norman Powell: 8+,Norman Powell: 8+,binary,finalized,scalar,scalar,False,,0.05,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,1.0,2026-03-21T04:11:00Z,2026-03-22T04:15:45Z,2026-04-05T00:00:00Z,2026-03-22T04:21:21.038204Z,2026-03-21T04:01:22.627242Z,structured,7.5,,,True,"If Norman Powell records 8+ Rebounds in the Miami at Houston professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAREB-26MAR21MIAHOU-MIANPOWELL24-6,KXNBAREB-26MAR21MIAHOU,,NBA,Norman Powell: 6+ rebounds,,Norman Powell: 6+,Norman Powell: 6+,binary,finalized,scalar,scalar,False,,0.12,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,1.0,2026-03-21T04:11:00Z,2026-03-22T04:15:45Z,2026-04-05T00:00:00Z,2026-03-22T04:21:21.038084Z,2026-03-21T04:01:22.627242Z,structured,5.5,,,True,"If Norman Powell records 6+ Rebounds in the Miami at Houston professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAREB-26MAR21MIAHOU-MIANPOWELL24-2,KXNBAREB-26MAR21MIAHOU,,NBA,Norman Powell: 2+ rebounds,,Norman Powell: 2+,Norman Powell: 2+,binary,finalized,scalar,scalar,False,,0.76,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,1.0,2026-03-21T04:11:00Z,2026-03-22T04:15:45Z,2026-04-05T00:00:00Z,2026-03-22T04:21:21.037898Z,2026-03-21T04:01:22.627242Z,structured,1.5,,,True,"If Norman Powell records 2+ Rebounds in the Miami at Houston professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNCAAMB1HTOTAL-26MAR21VANNEB-81,KXNCAAMB1HTOTAL-26MAR21VANNEB,,NCAA,Vanderbilt vs Nebraska: First Half Total?,,Over 81.5 1H points scored,Over 81.5 1H points scored,binary,finalized,no,binary,True,0.0,0.0,0.01,0.0,0.01,0.99,1.0,0.01,100.0,1.0101010101010102,-1.0,0.010101010101010166,120.0,116.0,0.01,1.0,2026-03-20T15:47:00Z,2026-03-22T04:15:34Z,2026-04-05T00:45:00Z,2026-03-22T04:21:40.999631Z,2026-03-20T15:27:26.579265Z,greater,81.5,,,True,"If the teams in the game collectively score more than 81.5 points in the 1st Half of the Vanderbilt vs Nebraska men's college basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNCAAMB1HTOTAL-26MAR21VANNEB-78,KXNCAAMB1HTOTAL-26MAR21VANNEB,,NCAA,Vanderbilt vs Nebraska: First Half Total?,,Over 78.5 1H points scored,Over 78.5 1H points scored,binary,finalized,no,binary,True,0.0,0.0,0.01,0.0,0.01,0.99,1.0,0.01,100.0,1.0101010101010102,-1.0,0.010101010101010166,1090.0,1086.0,0.01,1.0,2026-03-20T15:47:00Z,2026-03-22T04:15:34Z,2026-04-05T00:45:00Z,2026-03-22T04:21:40.998606Z,2026-03-20T15:27:26.579265Z,greater,78.5,,,True,"If the teams in the game collectively score more than 78.5 points in the 1st Half of the Vanderbilt vs Nebraska men's college basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNCAAMB1HTOTAL-26MAR21VANNEB-72,KXNCAAMB1HTOTAL-26MAR21VANNEB,,NCAA,Vanderbilt vs Nebraska: First Half Total?,,Over 72.5 1H points scored,Over 72.5 1H points scored,binary,finalized,no,binary,True,0.0,0.0,0.01,0.0,0.01,0.99,1.0,0.01,100.0,1.0101010101010102,-1.0,0.010101010101010166,11310.0,9238.0,0.01,1.0,2026-03-20T15:47:00Z,2026-03-22T04:15:33Z,2026-04-05T00:45:00Z,2026-03-22T04:21:40.997537Z,2026-03-20T15:27:26.579265Z,greater,72.5,,,True,"If the teams in the game collectively score more than 72.5 points in the 1st Half of the Vanderbilt vs Nebraska men's college basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNCAAMB1HTOTAL-26MAR21VANNEB-75,KXNCAAMB1HTOTAL-26MAR21VANNEB,,NCAA,Vanderbilt vs Nebraska: First Half Total?,,Over 75.5 1H points scored,Over 75.5 1H points scored,binary,finalized,no,binary,True,0.0,0.0,0.01,0.0,0.01,0.99,1.0,0.01,100.0,1.0101010101010102,-1.0,0.010101010101010166,635.0,611.0,0.01,1.0,2026-03-20T15:47:00Z,2026-03-22T04:15:33Z,2026-04-05T00:45:00Z,2026-03-22T04:21:40.995361Z,2026-03-20T15:27:26.579265Z,greater,75.5,,,True,"If the teams in the game collectively score more than 75.5 points in the 1st Half of the Vanderbilt vs Nebraska men's college basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNCAAMB1HTOTAL-26MAR21VANNEB-69,KXNCAAMB1HTOTAL-26MAR21VANNEB,,NCAA,Vanderbilt vs Nebraska: First Half Total?,,Over 69.5 1H points scored,Over 69.5 1H points scored,binary,finalized,yes,binary,True,1.0,1.0,0.99,0.99,1.0,0.0,0.01,0.99,1.0101010101010102,99.99999999999991,0.010101010101010166,-1.0,44204.0,24172.0,0.010000000000000009,1.0,2026-03-20T15:47:00Z,2026-03-22T04:15:33Z,2026-04-05T00:45:00Z,2026-03-22T04:21:40.994672Z,2026-03-20T15:27:26.579265Z,greater,69.5,,,True,"If the teams in the game collectively score more than 69.5 points in the 1st Half of the Vanderbilt vs Nebraska men's college basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNCAAMB1HTOTAL-26MAR21VANNEB-66,KXNCAAMB1HTOTAL-26MAR21VANNEB,,NCAA,Vanderbilt vs Nebraska: First Half Total?,,Over 66.5 1H points scored,Over 66.5 1H points scored,binary,finalized,yes,binary,True,1.0,1.0,0.99,0.99,1.0,0.0,0.01,0.99,1.0101010101010102,99.99999999999991,0.010101010101010166,-1.0,25532.0,12217.0,0.010000000000000009,1.0,2026-03-20T15:47:00Z,2026-03-22T04:15:33Z,2026-04-05T00:45:00Z,2026-03-22T04:21:40.989416Z,2026-03-20T15:27:26.579265Z,greater,66.5,,,True,"If the teams in the game collectively score more than 66.5 points in the 1st Half of the Vanderbilt vs Nebraska men's college basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAPTS-26MAR21PHIUTA-PHIVEDGECOMBE77-25,KXNBAPTS-26MAR21PHIUTA,,NBA,VJ Edgecombe: 25+ points,,VJ Edgecombe: 25+,VJ Edgecombe: 25+,binary,finalized,no,binary,True,0.0,0.0,0.05,0.0,0.03,0.97,1.0,0.05,20.0,1.0526315789473684,-1.0,0.05263157894736836,1575.0,1387.0,0.03,1.0,2026-03-21T05:11:00Z,2026-03-22T04:15:05Z,2026-04-05T01:30:00Z,2026-03-22T04:21:10.839677Z,2026-03-21T05:01:53.747176Z,structured,24.5,,,True,"If VJ Edgecombe records 25+ Points in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAPTS-26MAR21PHIUTA-PHIVEDGECOMBE77-20,KXNBAPTS-26MAR21PHIUTA,,NBA,VJ Edgecombe: 20+ points,,VJ Edgecombe: 20+,VJ Edgecombe: 20+,binary,finalized,yes,binary,True,1.0,1.0,0.21,0.0,1.0,0.0,1.0,0.21,4.761904761904762,1.2658227848101264,3.761904761904762,-1.0,2321.0,2237.0,1.0,1.0,2026-03-21T05:11:00Z,2026-03-22T04:15:05Z,2026-04-05T01:30:00Z,2026-03-22T04:21:10.838507Z,2026-03-21T05:01:53.747176Z,structured,19.5,,,True,"If VJ Edgecombe records 20+ Points in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAPTS-26MAR21PHIUTA-PHIVEDGECOMBE77-30,KXNBAPTS-26MAR21PHIUTA,,NBA,VJ Edgecombe: 30+ points,,VJ Edgecombe: 30+,VJ Edgecombe: 30+,binary,finalized,no,binary,True,0.0,0.0,0.19,0.0,0.4,0.6,1.0,0.19,5.2631578947368425,1.2345679012345678,-1.0,0.23456790123456783,950.0,945.0,0.4,1.0,2026-03-21T05:11:00Z,2026-03-22T04:15:05Z,2026-04-05T01:30:00Z,2026-03-22T04:21:10.840161Z,2026-03-21T05:01:53.747176Z,structured,29.5,,,True,"If VJ Edgecombe records 30+ Points in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAPTS-26MAR21PHIUTA-UTAABAILEY19-30,KXNBAPTS-26MAR21PHIUTA,,NBA,Ace Bailey: 30+ points,,Ace Bailey: 30+,Ace Bailey: 30+,binary,finalized,no,binary,True,0.0,0.0,0.89,0.0,0.89,0.11,1.0,0.89,1.1235955056179776,9.090909090909092,-1.0,8.090909090909092,236.0,236.0,0.89,1.0,2026-03-21T05:11:00Z,2026-03-22T04:15:04Z,2026-04-05T01:30:00Z,2026-03-22T04:21:10.837033Z,2026-03-21T05:01:53.747176Z,structured,29.5,,,True,"If Ace Bailey records 30+ Points in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAPTS-26MAR21PHIUTA-UTAABAILEY19-25,KXNBAPTS-26MAR21PHIUTA,,NBA,Ace Bailey: 25+ points,,Ace Bailey: 25+,Ace Bailey: 25+,binary,finalized,yes,binary,True,1.0,1.0,0.99,0.99,1.0,0.0,0.01,0.99,1.0101010101010102,99.99999999999991,0.010101010101010166,-1.0,1450.0,1450.0,0.010000000000000009,1.0,2026-03-21T05:11:00Z,2026-03-22T04:15:04Z,2026-04-05T01:30:00Z,2026-03-22T04:21:10.836589Z,2026-03-21T05:01:53.747176Z,structured,24.5,,,True,"If Ace Bailey records 25+ Points in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAREB-26MAR21PHIUTA-UTAABAILEY19-8,KXNBAREB-26MAR21PHIUTA,,NBA,Ace Bailey: 8+ rebounds,,Ace Bailey: 8+,Ace Bailey: 8+,binary,finalized,no,binary,True,0.0,0.0,0.95,0.0,0.97,0.03,1.0,0.95,1.0526315789473684,19.999999999999982,-1.0,18.999999999999982,36.0,36.0,0.97,1.0,2026-03-21T05:11:00Z,2026-03-22T04:15:03Z,2026-04-05T01:30:00Z,2026-03-22T04:21:10.835613Z,2026-03-21T05:01:54.592351Z,structured,7.5,,,True,"If Ace Bailey records 8+ Rebounds in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAAST-26MAR21PHIUTA-PHIVEDGECOMBE77-8,KXNBAAST-26MAR21PHIUTA,,NBA,VJ Edgecombe: 8+ assists,,VJ Edgecombe: 8+,VJ Edgecombe: 8+,binary,finalized,no,binary,True,0.0,0.0,0.23,0.0,0.96,0.04,1.0,0.23,4.3478260869565215,1.2987012987012987,-1.0,0.2987012987012987,3417.0,3417.0,0.96,1.0,2026-03-21T05:11:00Z,2026-03-22T04:15:00Z,2026-04-05T01:30:00Z,2026-03-22T04:21:00.852355Z,2026-03-21T05:01:55.270732Z,structured,7.5,,,True,"If VJ Edgecombe records 8+ Assists in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAAST-26MAR21PHIUTA-PHIVEDGECOMBE77-6,KXNBAAST-26MAR21PHIUTA,,NBA,VJ Edgecombe: 6+ assists,,VJ Edgecombe: 6+,VJ Edgecombe: 6+,binary,finalized,no,binary,True,0.0,0.0,0.46,0.0,0.97,0.03,1.0,0.46,2.1739130434782608,1.8518518518518516,-1.0,0.8518518518518516,1213.0,1213.0,0.97,1.0,2026-03-21T05:11:00Z,2026-03-22T04:15:00Z,2026-04-05T01:30:00Z,2026-03-22T04:21:00.851984Z,2026-03-21T05:01:55.270732Z,structured,5.5,,,True,"If VJ Edgecombe records 6+ Assists in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAAST-26MAR21PHIUTA-PHIVEDGECOMBE77-4,KXNBAAST-26MAR21PHIUTA,,NBA,VJ Edgecombe: 4+ assists,,VJ Edgecombe: 4+,VJ Edgecombe: 4+,binary,finalized,yes,binary,True,1.0,1.0,0.99,0.5,1.0,0.0,0.5,0.99,1.0101010101010102,99.99999999999991,0.010101010101010166,-1.0,807.0,781.0,0.5,1.0,2026-03-21T05:11:00Z,2026-03-22T04:14:59Z,2026-04-05T01:30:00Z,2026-03-22T04:21:00.85155Z,2026-03-21T05:01:55.270732Z,structured,3.5,,,True,"If VJ Edgecombe records 4+ Assists in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAAST-26MAR21PHIUTA-PHIVEDGECOMBE77-5,KXNBAAST-26MAR21PHIUTA,,NBA,VJ Edgecombe: 5+ assists,,VJ Edgecombe: 5+,VJ Edgecombe: 5+,binary,finalized,no,binary,True,0.0,0.0,0.3,0.0,1.0,0.0,1.0,0.3,3.3333333333333335,1.4285714285714286,-1.0,0.4285714285714286,776.0,724.0,1.0,1.0,2026-03-21T05:11:00Z,2026-03-22T04:14:59Z,2026-04-05T01:30:00Z,2026-03-22T04:21:00.8512Z,2026-03-21T05:01:55.270732Z,structured,4.5,,,True,"If VJ Edgecombe records 5+ Assists in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAAST-26MAR21PHIUTA-UTAABAILEY19-8,KXNBAAST-26MAR21PHIUTA,,NBA,Ace Bailey: 8+ assists,,Ace Bailey: 8+,Ace Bailey: 8+,binary,finalized,no,binary,True,0.0,0.0,0.0,0.0,0.99,0.01,1.0,0.0,,,,,0.0,0.0,0.99,1.0,2026-03-21T05:11:00Z,2026-03-22T04:14:59Z,2026-04-05T01:30:00Z,2026-03-22T04:21:00.850793Z,2026-03-21T05:01:55.270732Z,structured,7.5,,,True,"If Ace Bailey records 8+ Assists in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAAST-26MAR21PHIUTA-UTAABAILEY19-4,KXNBAAST-26MAR21PHIUTA,,NBA,Ace Bailey: 4+ assists,,Ace Bailey: 4+,Ace Bailey: 4+,binary,finalized,yes,binary,True,1.0,1.0,0.99,0.99,1.0,0.0,0.01,0.99,1.0101010101010102,99.99999999999991,0.010101010101010166,-1.0,550.0,547.0,0.010000000000000009,1.0,2026-03-21T05:11:00Z,2026-03-22T04:14:59Z,2026-04-05T01:30:00Z,2026-03-22T04:21:00.850698Z,2026-03-21T05:01:55.270732Z,structured,3.5,,,True,"If Ace Bailey records 4+ Assists in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAAST-26MAR21PHIUTA-UTAABAILEY19-6,KXNBAAST-26MAR21PHIUTA,,NBA,Ace Bailey: 6+ assists,,Ace Bailey: 6+,Ace Bailey: 6+,binary,finalized,no,binary,True,0.0,0.0,0.07,0.0,0.99,0.01,1.0,0.07,14.285714285714285,1.0752688172043012,-1.0,0.07526881720430123,9.0,9.0,0.99,1.0,2026-03-21T05:11:00Z,2026-03-22T04:14:59Z,2026-04-05T01:30:00Z,2026-03-22T04:21:00.8503Z,2026-03-21T05:01:55.270732Z,structured,5.5,,,True,"If Ace Bailey records 6+ Assists in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAAST-26MAR21MILPHX-PHXDBOOKER1-6,KXNBAAST-26MAR21MILPHX,,NBA,Devin Booker: 6+ assists,,Devin Booker: 6+,Devin Booker: 6+,binary,finalized,yes,binary,True,1.0,1.0,0.99,0.99,1.0,0.0,0.01,0.99,1.0101010101010102,99.99999999999991,0.010101010101010166,-1.0,598.0,598.0,0.010000000000000009,1.0,2026-03-21T05:11:00Z,2026-03-22T04:14:58Z,2026-04-05T02:00:00Z,2026-03-22T04:21:00.850052Z,2026-03-21T05:02:31.476549Z,structured,5.5,,,True,"If Devin Booker records 6+ Assists in the Milwaukee at Phoenix professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAPTS-26MAR21MIAHOU-MIANPOWELL24-15,KXNBAPTS-26MAR21MIAHOU,,NBA,Norman Powell: 15+ points,,Norman Powell: 15+,Norman Powell: 15+,binary,finalized,scalar,scalar,False,,0.83,0.82,0.0,1.0,0.0,1.0,0.82,1.2195121951219512,5.5555555555555545,,,36.0,36.0,1.0,1.0,2026-03-21T04:11:00Z,2026-03-22T04:13:08Z,2026-04-05T00:00:00Z,2026-03-22T04:18:30.835245Z,2026-03-21T04:01:20.964077Z,structured,14.5,,,True,"If Norman Powell records 15+ Points in the Miami at Houston professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAPTS-26MAR21MIAHOU-MIANPOWELL24-30,KXNBAPTS-26MAR21MIAHOU,,NBA,Norman Powell: 30+ points,,Norman Powell: 30+,Norman Powell: 30+,binary,finalized,scalar,scalar,False,,0.11,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,1.0,2026-03-21T04:11:00Z,2026-03-22T04:13:08Z,2026-04-05T00:00:00Z,2026-03-22T04:18:30.834207Z,2026-03-21T04:01:20.964077Z,structured,29.5,,,True,"If Norman Powell records 30+ Points in the Miami at Houston professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAPTS-26MAR21MIAHOU-MIANPOWELL24-25,KXNBAPTS-26MAR21MIAHOU,,NBA,Norman Powell: 25+ points,,Norman Powell: 25+,Norman Powell: 25+,binary,finalized,scalar,scalar,False,,0.29,0.31,0.0,1.0,0.0,1.0,0.31,3.2258064516129035,1.4492753623188408,,,111.0,111.0,1.0,1.0,2026-03-21T04:11:00Z,2026-03-22T04:13:08Z,2026-04-05T00:00:00Z,2026-03-22T04:18:30.834885Z,2026-03-21T04:01:20.964077Z,structured,24.5,,,True,"If Norman Powell records 25+ Points in the Miami at Houston professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAPTS-26MAR21MIAHOU-MIANPOWELL24-20,KXNBAPTS-26MAR21MIAHOU,,NBA,Norman Powell: 20+ points,,Norman Powell: 20+,Norman Powell: 20+,binary,finalized,scalar,scalar,False,,0.56,0.56,0.0,1.0,0.0,1.0,0.56,1.7857142857142856,2.272727272727273,,,15.0,15.0,1.0,1.0,2026-03-21T04:11:00Z,2026-03-22T04:13:08Z,2026-04-05T00:00:00Z,2026-03-22T04:18:30.837145Z,2026-03-21T04:01:20.964077Z,structured,19.5,,,True,"If Norman Powell records 20+ Points in the Miami at Houston professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBASTL-26MAR21INDSAS-SASDVASSELL24-2,KXNBASTL-26MAR21INDSAS,,NBA,Devin Vassell: 2+ steals,,Devin Vassell: 2+,Devin Vassell: 2+,binary,finalized,scalar,scalar,False,,0.28,0.24,0.0,1.0,0.0,1.0,0.24,4.166666666666667,1.3157894736842106,,,19.0,19.0,1.0,1.0,2026-03-21T05:11:00Z,2026-03-22T04:11:06Z,2026-04-05T00:00:00Z,2026-03-22T04:16:40.938896Z,2026-03-21T05:02:06.556633Z,structured,1.5,,,True,"If Devin Vassell records 2+ Steals in the Indiana at San Antonio professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBASTL-26MAR21INDSAS-SASDVASSELL24-3,KXNBASTL-26MAR21INDSAS,,NBA,Devin Vassell: 3+ steals,,Devin Vassell: 3+,Devin Vassell: 3+,binary,finalized,scalar,scalar,False,,0.12,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,1.0,2026-03-21T05:11:00Z,2026-03-22T04:11:06Z,2026-04-05T00:00:00Z,2026-03-22T04:16:40.938418Z,2026-03-21T05:02:06.556633Z,structured,2.5,,,True,"If Devin Vassell records 3+ Steals in the Indiana at San Antonio professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBASTL-26MAR21INDSAS-SASDVASSELL24-1,KXNBASTL-26MAR21INDSAS,,NBA,Devin Vassell: 1+ steals,,Devin Vassell: 1+,Devin Vassell: 1+,binary,finalized,scalar,scalar,False,,0.68,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,1.0,2026-03-21T05:11:00Z,2026-03-22T04:11:06Z,2026-04-05T00:00:00Z,2026-03-22T04:16:40.93825Z,2026-03-21T05:02:06.556633Z,structured,0.5,,,True,"If Devin Vassell records 1+ Steals in the Indiana at San Antonio professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBAPTS-26MAR21MILPHX-PHXJGREEN4-20,KXNBAPTS-26MAR21MILPHX,,NBA,Jalen Green: 20+ points,,Jalen Green: 20+,Jalen Green: 20+,binary,finalized,yes,binary,True,1.0,1.0,0.99,0.99,1.0,0.0,0.01,0.99,1.0101010101010102,99.99999999999991,0.010101010101010166,-1.0,766.0,754.0,0.010000000000000009,1.0,2026-03-21T05:06:00Z,2026-03-22T04:10:22Z,2026-04-05T02:00:00Z,2026-03-22T04:16:30.835503Z,2026-03-21T05:02:14.463892Z,structured,19.5,,,True,"If Jalen Green records 20+ Points in the Milwaukee at Phoenix professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBA3PT-26MAR21PHIUTA-PHIVEDGECOMBE77-5,KXNBA3PT-26MAR21PHIUTA,,NBA,VJ Edgecombe: 5+ threes,,VJ Edgecombe: 5+,VJ Edgecombe: 5+,binary,finalized,no,binary,True,0.0,0.0,0.02,0.0,0.99,0.01,1.0,0.02,50.0,1.0204081632653061,-1.0,0.020408163265306145,15.0,15.0,0.99,1.0,2026-03-21T05:11:00Z,2026-03-22T04:10:18Z,2026-04-05T01:30:00Z,2026-03-22T04:16:20.843243Z,2026-03-21T05:01:55.784642Z,structured,4.5,,,True,"If VJ Edgecombe records 5+ Three Pointers in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBA3PT-26MAR21PHIUTA-PHIVEDGECOMBE77-4,KXNBA3PT-26MAR21PHIUTA,,NBA,VJ Edgecombe: 4+ threes,,VJ Edgecombe: 4+,VJ Edgecombe: 4+,binary,finalized,no,binary,True,0.0,0.0,0.02,0.0,0.99,0.01,1.0,0.02,50.0,1.0204081632653061,-1.0,0.020408163265306145,181.0,181.0,0.99,1.0,2026-03-21T05:11:00Z,2026-03-22T04:10:17Z,2026-04-05T01:30:00Z,2026-03-22T04:16:20.84397Z,2026-03-21T05:01:55.784642Z,structured,3.5,,,True,"If VJ Edgecombe records 4+ Three Pointers in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBA3PT-26MAR21PHIUTA-PHIVEDGECOMBE77-3,KXNBA3PT-26MAR21PHIUTA,,NBA,VJ Edgecombe: 3+ threes,,VJ Edgecombe: 3+,VJ Edgecombe: 3+,binary,finalized,no,binary,True,0.0,0.0,0.02,0.0,0.99,0.01,1.0,0.02,50.0,1.0204081632653061,-1.0,0.020408163265306145,111.0,111.0,0.99,1.0,2026-03-21T05:11:00Z,2026-03-22T04:10:17Z,2026-04-05T01:30:00Z,2026-03-22T04:16:20.842563Z,2026-03-21T05:01:55.784642Z,structured,2.5,,,True,"If VJ Edgecombe records 3+ Three Pointers in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBA3PT-26MAR21PHIUTA-PHIVEDGECOMBE77-2,KXNBA3PT-26MAR21PHIUTA,,NBA,VJ Edgecombe: 2+ threes,,VJ Edgecombe: 2+,VJ Edgecombe: 2+,binary,finalized,no,binary,True,0.0,0.0,0.02,0.0,0.99,0.01,1.0,0.02,50.0,1.0204081632653061,-1.0,0.020408163265306145,433.0,430.0,0.99,1.0,2026-03-21T05:11:00Z,2026-03-22T04:10:17Z,2026-04-05T01:30:00Z,2026-03-22T04:16:20.841708Z,2026-03-21T05:01:55.784642Z,structured,1.5,,,True,"If VJ Edgecombe records 2+ Three Pointers in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBA3PT-26MAR21PHIUTA-PHIVEDGECOMBE77-1,KXNBA3PT-26MAR21PHIUTA,,NBA,VJ Edgecombe: 1+ threes,,VJ Edgecombe: 1+,VJ Edgecombe: 1+,binary,finalized,yes,binary,True,1.0,1.0,0.99,0.9,1.0,0.0,0.1,0.99,1.0101010101010102,99.99999999999991,0.010101010101010166,-1.0,364.0,355.0,0.09999999999999998,1.0,2026-03-21T05:11:00Z,2026-03-22T04:10:17Z,2026-04-05T01:30:00Z,2026-03-22T04:16:20.840859Z,2026-03-21T05:01:55.784642Z,structured,0.5,,,True,"If VJ Edgecombe records 1+ Three Pointers in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
KXNBA2D-26MAR21PHIUTA-PHIVEDGECOMBE77,KXNBA2D-26MAR21PHIUTA,,NBA,VJ Edgecombe: Double Double,,VJ Edgecombe,VJ Edgecombe,binary,finalized,yes,binary,True,1.0,1.0,0.99,0.0,1.0,0.0,1.0,0.99,1.0101010101010102,99.99999999999991,0.010101010101010166,-1.0,4535.0,3794.0,1.0,1.0,2026-03-21T05:11:00Z,2026-03-22T04:10:14Z,2026-04-05T01:30:00Z,2026-03-22T04:16:20.839395Z,2026-03-21T05:01:56.230309Z,structured,,,,True,"If VJ Edgecombe records a Double Double in the Philadelphia at Utah professional basketball game originally scheduled for Mar 21, 2026, then the market resolves to Yes."
