ticker,league,end_period_ts,price_open,price_high,price_low,price_close,price_mean,price_previous,yes_bid_open,yes_bid_close,yes_ask_open,yes_ask_close,volume,open_interest,implied_prob,odds_multiplier_yes,odds_multiplier_no,spread
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773957600,,,,,,,0.0,0.07,0.99,0.73,0.0,0.0,,,,0.6599999999999999
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773961200,,,,,,,0.07,0.08,0.73,0.55,0.0,0.0,,,,0.47000000000000003
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773964800,0.11,0.12,0.11,0.12,0.1129,,0.08,0.12,0.55,0.14,354.0,354.0,0.12,8.333333333333334,1.1363636363636365,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773968400,0.14,0.14,0.14,0.14,0.14,0.12,0.12,0.11,0.14,0.13,147.0,397.0,0.14,7.142857142857142,1.1627906976744187,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773972000,,,,,,0.14,0.11,0.12,0.13,0.13,0.0,397.0,,,,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773975600,0.13,0.14,0.13,0.13,0.1329,0.14,0.12,0.12,0.13,0.13,186.0,583.0,0.13,7.692307692307692,1.1494252873563218,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773979200,,,,,,0.13,0.12,0.12,0.13,0.13,0.0,583.0,,,,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773982800,0.12,0.12,0.1,0.1,0.1035,0.13,0.12,0.1,0.13,0.11,121.0,704.0,0.1,10.0,1.1111111111111112,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773986400,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.11,8.0,712.0,0.11,9.090909090909092,1.1235955056179776,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773990000,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,93.0,805.0,0.11,9.090909090909092,1.1235955056179776,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773993600,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.11,5.0,810.0,0.1,10.0,1.1111111111111112,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1773997200,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.11,10.0,820.0,0.11,9.090909090909092,1.1235955056179776,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774000800,0.11,0.11,0.1,0.1,0.1009,0.11,0.1,0.1,0.11,0.11,93.0,828.0,0.1,10.0,1.1111111111111112,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774004400,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.11,5.0,828.0,0.11,9.090909090909092,1.1235955056179776,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774011600,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.08,0.11,0.1,1.0,828.0,0.11,9.090909090909092,1.1235955056179776,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774015200,0.09,0.09,0.09,0.09,0.09,0.11,0.08,0.08,0.1,0.09,169.0,997.0,0.09,11.11111111111111,1.0989010989010988,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774018800,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.07,0.09,0.09,10.0,1007.0,0.09,11.11111111111111,1.0989010989010988,0.01999999999999999
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774022400,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.09,0.09,20.0,1027.0,0.09,11.11111111111111,1.0989010989010988,0.01999999999999999
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774026000,0.09,0.09,0.08,0.08,0.0801,0.09,0.07,0.07,0.09,0.08,1088.0,2115.0,0.08,12.5,1.0869565217391304,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774029600,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.08,80.0,2195.0,0.08,12.5,1.0869565217391304,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774033200,0.08,0.11,0.08,0.09,0.0842,0.08,0.07,0.07,0.08,0.09,2374.0,4060.0,0.09,11.11111111111111,1.0989010989010988,0.01999999999999999
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774036800,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.07,0.09,0.08,20.0,4080.0,0.08,12.5,1.0869565217391304,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774040400,,,,,,0.08,0.07,0.07,0.08,0.08,0.0,4080.0,,,,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774044000,0.08,0.09,0.08,0.09,0.0855,0.08,0.07,0.08,0.08,0.09,473.0,4553.0,0.09,11.11111111111111,1.0989010989010988,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774047600,0.09,0.1,0.09,0.1,0.095,0.09,0.08,0.09,0.09,0.1,18.0,4571.0,0.1,10.0,1.1111111111111112,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774051200,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.1,0.1,49.0,4620.0,0.1,10.0,1.1111111111111112,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774054800,,,,,,0.1,0.08,0.08,0.1,0.1,0.0,4620.0,,,,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774058400,0.1,0.11,0.1,0.11,0.109,0.1,0.08,0.09,0.1,0.11,1735.0,6355.0,0.11,9.090909090909092,1.1235955056179776,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774062000,0.09,0.09,0.08,0.09,0.0897,0.11,0.09,0.09,0.11,0.1,177.0,6526.0,0.09,11.11111111111111,1.0989010989010988,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774065600,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,2.0,6528.0,0.09,11.11111111111111,1.0989010989010988,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774069200,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.1,94.0,6622.0,0.1,10.0,1.1111111111111112,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774072800,0.1,0.1,0.08,0.08,0.0936,0.1,0.09,0.08,0.1,0.09,604.0,6836.0,0.08,12.5,1.0869565217391304,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774076400,0.08,0.09,0.08,0.09,0.0835,0.08,0.08,0.08,0.09,0.09,922.0,6558.0,0.09,11.11111111111111,1.0989010989010988,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774080000,0.09,0.11,0.09,0.11,0.092,0.09,0.08,0.09,0.09,0.11,1520.0,8078.0,0.11,9.090909090909092,1.1235955056179776,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774083600,0.09,0.09,0.09,0.09,0.09,0.11,0.09,0.09,0.11,0.1,9.0,8069.0,0.09,11.11111111111111,1.0989010989010988,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774087200,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,1.0,8069.0,0.09,11.11111111111111,1.0989010989010988,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774090800,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.1,134.0,8147.0,0.1,10.0,1.1111111111111112,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774094400,0.1,0.11,0.1,0.11,0.1004,0.1,0.09,0.09,0.1,0.11,173.0,8320.0,0.11,9.090909090909092,1.1235955056179776,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774098000,,,,,,0.11,0.09,0.09,0.11,0.11,0.0,8320.0,,,,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774101600,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.09,0.11,0.11,146.0,8466.0,0.11,9.090909090909092,1.1235955056179776,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774105200,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.09,0.11,0.11,38.0,8504.0,0.11,9.090909090909092,1.1235955056179776,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774108800,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.09,0.11,0.11,11.0,8515.0,0.11,9.090909090909092,1.1235955056179776,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774112400,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.09,0.11,0.11,27.0,8542.0,0.11,9.090909090909092,1.1235955056179776,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774116000,0.11,0.11,0.1,0.11,0.1099,0.11,0.09,0.1,0.11,0.11,1590.0,10116.0,0.11,9.090909090909092,1.1235955056179776,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774119600,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,391.0,10507.0,0.11,9.090909090909092,1.1235955056179776,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774123200,0.1,0.11,0.09,0.11,0.1017,0.11,0.1,0.09,0.11,0.11,618.0,10325.0,0.11,9.090909090909092,1.1235955056179776,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774126800,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.09,0.11,0.11,876.0,11201.0,0.11,9.090909090909092,1.1235955056179776,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774130400,0.11,0.11,0.09,0.1,0.1014,0.11,0.09,0.09,0.11,0.11,279.0,11472.0,0.1,10.0,1.1111111111111112,0.020000000000000004
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774134000,0.11,0.11,0.08,0.08,0.0938,0.1,0.09,0.08,0.11,0.09,1094.0,11812.0,0.08,12.5,1.0869565217391304,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774137600,0.09,0.1,0.09,0.09,0.098,0.08,0.08,0.09,0.09,0.1,1103.0,12896.0,0.09,11.11111111111111,1.0989010989010988,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774141200,0.1,0.1,0.08,0.09,0.0932,0.09,0.09,0.08,0.1,0.09,12323.0,24985.0,0.09,11.11111111111111,1.0989010989010988,0.009999999999999995
KXATPMATCH-26MAR20DAMZVE-DAM,NCAA,1774144800,0.09,0.1,0.01,0.03,0.0426,0.09,0.08,0.02,0.09,0.03,185929.0,160180.0,0.03,33.333333333333336,1.0309278350515465,0.009999999999999998
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773957600,0.73,0.73,0.73,0.73,0.73,,0.01,0.07,1.0,0.74,125.0,125.0,0.73,1.36986301369863,3.7037037037037033,0.6699999999999999
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773961200,0.74,0.94,0.74,0.9,0.8529,0.73,0.07,0.28,0.74,0.92,172.0,185.0,0.9,1.1111111111111112,10.000000000000002,0.64
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773964800,0.86,0.88,0.86,0.88,0.8729,0.9,0.28,0.87,0.92,0.88,310.0,492.0,0.88,1.1363636363636365,8.333333333333334,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773968400,0.88,0.88,0.88,0.88,0.88,0.88,0.87,0.87,0.88,0.88,20.0,512.0,0.88,1.1363636363636365,8.333333333333334,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773972000,0.88,0.89,0.88,0.88,0.8878,0.88,0.87,0.84,0.88,0.86,1241.0,1753.0,0.88,1.1363636363636365,8.333333333333334,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773975600,0.86,0.88,0.86,0.88,0.8639,0.88,0.84,0.87,0.86,0.88,466.0,2219.0,0.88,1.1363636363636365,8.333333333333334,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773979200,0.88,0.9,0.88,0.9,0.8966,0.88,0.87,0.88,0.88,0.9,514.0,2733.0,0.9,1.1111111111111112,10.000000000000002,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773982800,0.9,0.91,0.9,0.91,0.9059,0.9,0.88,0.89,0.9,0.91,244.0,2977.0,0.91,1.0989010989010988,11.111111111111114,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773986400,0.9,0.9,0.9,0.9,0.9,0.91,0.89,0.89,0.91,0.91,56.0,2977.0,0.9,1.1111111111111112,10.000000000000002,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773990000,,,,,,0.9,0.89,0.89,0.91,0.91,0.0,2977.0,,,,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773993600,,,,,,0.9,0.89,0.89,0.91,0.91,0.0,2977.0,,,,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1773997200,,,,,,0.9,0.89,0.9,0.91,0.91,0.0,2977.0,,,,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774000800,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.91,0.91,1.0,2978.0,0.9,1.1111111111111112,10.000000000000002,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774004400,,,,,,0.9,0.9,0.9,0.91,0.92,0.0,2978.0,,,,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774008000,,,,,,0.9,0.9,0.9,0.92,0.92,0.0,2978.0,,,,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774011600,,,,,,0.9,0.9,0.9,0.92,0.92,0.0,2978.0,,,,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774015200,0.92,0.92,0.92,0.92,0.92,0.9,0.9,0.91,0.92,0.93,4.0,2982.0,0.92,1.0869565217391304,12.500000000000007,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774018800,0.93,0.93,0.93,0.93,0.93,0.92,0.91,0.92,0.93,0.93,12.0,2994.0,0.93,1.075268817204301,14.285714285714295,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774022400,0.92,0.92,0.92,0.92,0.92,0.93,0.92,0.92,0.93,0.93,3.0,2994.0,0.92,1.0869565217391304,12.500000000000007,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774026000,,,,,,0.92,0.92,0.92,0.93,0.94,0.0,2994.0,,,,0.019999999999999907
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774029600,0.92,0.94,0.92,0.92,0.9206,0.92,0.92,0.92,0.94,0.94,31.0,3005.0,0.92,1.0869565217391304,12.500000000000007,0.019999999999999907
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774033200,0.92,0.94,0.91,0.92,0.9117,0.92,0.92,0.91,0.94,0.93,837.0,3702.0,0.92,1.0869565217391304,12.500000000000007,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774036800,,,,,,0.92,0.91,0.91,0.93,0.93,0.0,3702.0,,,,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774040400,0.93,0.93,0.93,0.93,0.93,0.92,0.91,0.91,0.93,0.93,28.0,3730.0,0.93,1.075268817204301,14.285714285714295,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774044000,0.92,0.92,0.92,0.92,0.92,0.93,0.91,0.91,0.93,0.92,32.0,3762.0,0.92,1.0869565217391304,12.500000000000007,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774047600,0.91,0.91,0.9,0.9,0.9089,0.92,0.91,0.9,0.92,0.91,90.0,3832.0,0.9,1.1111111111111112,10.000000000000002,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774051200,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.9,0.91,0.92,1.0,3833.0,0.91,1.0989010989010988,11.111111111111114,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774054800,,,,,,0.91,0.9,0.9,0.92,0.91,0.0,3833.0,,,,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774058400,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.91,0.91,1002.0,4835.0,0.91,1.0989010989010988,11.111111111111114,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774062000,0.91,0.92,0.9,0.91,0.9083,0.91,0.9,0.91,0.91,0.92,1920.0,6459.0,0.91,1.0989010989010988,11.111111111111114,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774065600,0.92,0.92,0.91,0.92,0.9192,0.91,0.91,0.91,0.92,0.92,2733.0,9117.0,0.92,1.0869565217391304,12.500000000000007,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774069200,0.91,0.92,0.91,0.92,0.9191,0.92,0.91,0.91,0.92,0.92,1146.0,10124.0,0.92,1.0869565217391304,12.500000000000007,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774072800,0.92,0.92,0.91,0.91,0.9187,0.92,0.91,0.91,0.92,0.92,140.0,10228.0,0.91,1.0989010989010988,11.111111111111114,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774076400,0.92,0.92,0.91,0.92,0.9167,0.91,0.91,0.91,0.92,0.92,3.0,10229.0,0.92,1.0869565217391304,12.500000000000007,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774080000,0.91,0.91,0.91,0.91,0.91,0.92,0.91,0.89,0.92,0.91,53.0,10229.0,0.91,1.0989010989010988,11.111111111111114,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774083600,0.91,0.91,0.91,0.91,0.91,0.91,0.89,0.9,0.91,0.91,11.0,10240.0,0.91,1.0989010989010988,11.111111111111114,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774087200,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.91,0.91,252.0,10492.0,0.91,1.0989010989010988,11.111111111111114,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774090800,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.91,0.91,1.0,10493.0,0.91,1.0989010989010988,11.111111111111114,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774094400,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.91,0.91,726.0,11219.0,0.91,1.0989010989010988,11.111111111111114,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774098000,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.91,0.91,583.0,11802.0,0.91,1.0989010989010988,11.111111111111114,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774101600,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.91,0.91,8.0,11810.0,0.91,1.0989010989010988,11.111111111111114,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774105200,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.9,0.91,0.91,94.0,11904.0,0.91,1.0989010989010988,11.111111111111114,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774108800,0.91,0.91,0.89,0.9,0.9007,0.91,0.9,0.89,0.91,0.9,628.0,12242.0,0.9,1.1111111111111112,10.000000000000002,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774112400,0.89,0.9,0.89,0.9,0.8995,0.9,0.89,0.89,0.9,0.91,348.0,12573.0,0.9,1.1111111111111112,10.000000000000002,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774116000,0.91,0.91,0.91,0.91,0.91,0.9,0.89,0.89,0.91,0.91,209.0,12782.0,0.91,1.0989010989010988,11.111111111111114,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774119600,0.91,0.91,0.91,0.91,0.91,0.91,0.89,0.89,0.91,0.91,435.0,13217.0,0.91,1.0989010989010988,11.111111111111114,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774123200,0.91,0.91,0.91,0.91,0.91,0.91,0.89,0.89,0.91,0.91,4857.0,18074.0,0.91,1.0989010989010988,11.111111111111114,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774126800,0.91,0.91,0.91,0.91,0.91,0.91,0.89,0.89,0.91,0.91,194.0,18268.0,0.91,1.0989010989010988,11.111111111111114,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774130400,0.91,0.91,0.89,0.91,0.9098,0.91,0.89,0.89,0.91,0.91,4609.0,22716.0,0.91,1.0989010989010988,11.111111111111114,0.020000000000000018
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774134000,0.91,0.91,0.9,0.91,0.9099,0.91,0.89,0.9,0.91,0.91,839.0,23541.0,0.91,1.0989010989010988,11.111111111111114,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774137600,0.91,0.92,0.9,0.92,0.9119,0.91,0.9,0.91,0.91,0.92,978.0,24272.0,0.92,1.0869565217391304,12.500000000000007,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774141200,0.91,0.92,0.91,0.92,0.9193,0.92,0.91,0.91,0.92,0.92,3554.0,27439.0,0.92,1.0869565217391304,12.500000000000007,0.010000000000000009
KXATPMATCH-26MAR20DAMZVE-ZVE,NCAA,1774144800,0.92,0.98,0.9,0.98,0.9607,0.92,0.91,0.97,0.92,0.98,205803.0,207556.0,0.98,1.0204081632653061,49.99999999999996,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774062000,0.74,0.94,0.74,0.94,0.853,,0.01,0.44,1.0,0.93,23.0,23.0,0.94,1.0638297872340425,16.666666666666654,0.49000000000000005
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774065600,0.82,0.82,0.82,0.82,0.82,0.94,0.44,0.79,0.93,0.82,6.0,29.0,0.82,1.2195121951219512,5.5555555555555545,0.029999999999999916
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774069200,0.81,0.85,0.78,0.85,0.8176,0.82,0.79,0.78,0.82,0.85,456.0,482.0,0.85,1.1764705882352942,6.666666666666666,0.06999999999999995
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774072800,0.84,0.85,0.84,0.84,0.8402,0.85,0.78,0.82,0.85,0.85,121.0,603.0,0.84,1.1904761904761905,6.249999999999999,0.030000000000000027
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774076400,0.84,0.84,0.84,0.84,0.84,0.84,0.82,0.82,0.85,0.84,71.0,674.0,0.84,1.1904761904761905,6.249999999999999,0.020000000000000018
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774080000,0.84,0.84,0.84,0.84,0.84,0.84,0.82,0.82,0.84,0.84,12.0,686.0,0.84,1.1904761904761905,6.249999999999999,0.020000000000000018
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774083600,0.84,0.87,0.84,0.87,0.8525,0.84,0.82,0.86,0.84,0.87,518.0,1204.0,0.87,1.1494252873563218,7.692307692307692,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774087200,0.87,0.87,0.87,0.87,0.87,0.87,0.86,0.86,0.87,0.87,229.0,1433.0,0.87,1.1494252873563218,7.692307692307692,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774090800,0.87,0.87,0.87,0.87,0.87,0.87,0.86,0.86,0.87,0.87,113.0,1436.0,0.87,1.1494252873563218,7.692307692307692,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774094400,0.87,0.87,0.87,0.87,0.87,0.87,0.86,0.86,0.87,0.87,613.0,2049.0,0.87,1.1494252873563218,7.692307692307692,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774098000,0.88,0.88,0.88,0.88,0.88,0.87,0.86,0.87,0.87,0.88,45.0,2094.0,0.88,1.1363636363636365,8.333333333333334,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774101600,0.88,0.88,0.88,0.88,0.88,0.88,0.87,0.87,0.88,0.88,6.0,2100.0,0.88,1.1363636363636365,8.333333333333334,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774105200,0.88,0.88,0.88,0.88,0.88,0.88,0.87,0.87,0.88,0.88,269.0,2369.0,0.88,1.1363636363636365,8.333333333333334,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774108800,0.88,0.88,0.88,0.88,0.88,0.88,0.87,0.87,0.88,0.88,130.0,2499.0,0.88,1.1363636363636365,8.333333333333334,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774112400,0.88,0.89,0.88,0.88,0.8824,0.88,0.87,0.88,0.88,0.89,421.0,2699.0,0.88,1.1363636363636365,8.333333333333334,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774116000,0.89,0.89,0.88,0.89,0.8899,0.88,0.88,0.88,0.89,0.89,242.0,2819.0,0.89,1.1235955056179776,9.090909090909092,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774119600,0.89,0.89,0.89,0.89,0.89,0.89,0.88,0.88,0.89,0.89,432.0,3251.0,0.89,1.1235955056179776,9.090909090909092,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774123200,0.89,0.89,0.89,0.89,0.89,0.89,0.88,0.88,0.89,0.89,317.0,3568.0,0.89,1.1235955056179776,9.090909090909092,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774126800,0.89,0.89,0.89,0.89,0.89,0.89,0.88,0.88,0.89,0.89,7748.0,11144.0,0.89,1.1235955056179776,9.090909090909092,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774130400,0.89,0.89,0.88,0.88,0.8899,0.89,0.88,0.88,0.89,0.89,3077.0,14208.0,0.88,1.1363636363636365,8.333333333333334,0.010000000000000009
KXATPMATCH-26MAR21SHESHE2-SHE,NCAA,1774134000,0.89,0.89,0.89,0.89,0.89,0.88,0.88,0.88,0.89,0.89,9315.0,23523.0,0.89,1.1235955056179776,9.090909090909092,0.010000000000000009
